CustomerID,Gender,Age,Items Purchased,Category,Purchase Amount,Shipping Type,Profession,Subscription Status,Season,Country
326,Male,55,Coat,Outerwear,85,Next Day Air,Artist,Yes,Winter,Afghanistan
327,Female,55,Coat,Outerwear,96,Next Day Air,Engineer,No,Winter,Afghanistan
328,Male,18,Coat,Outerwear,74,Next Day Air,Engineer,Yes,Winter,Afghanistan
329,Female,20,Coat,Outerwear,52,Next Day Air,Healthcare,No,Winter,Afghanistan
330,Female,35,Coat,Outerwear,22,Next Day Air,Artist,Yes,Winter,Afghanistan
331,Male,45,Coat,Outerwear,21,Next Day Air,Engineer,No,Winter,Afghanistan
332,Female,60,Coat,Outerwear,45,Next Day Air,Engineer,Yes,Winter,Afghanistan
333,Male,22,Coat,Outerwear,77,Next Day Air,Healthcare,No,Winter,Afghanistan
334,Male,24,Coat,Outerwear,50,Next Day Air,Artist,Yes,Winter,Afghanistan
335,Female,68,Coat,Outerwear,25,Next Day Air,Entertainment,No,Winter,Afghanistan
336,Female,53,Coat,Outerwear,15,Next Day Air,Healthcare,Yes,Winter,Afghanistan
337,Female,74,Coat,Outerwear,69,Next Day Air,Healthcare,No,Winter,Afghanistan
338,Female,55,Coat,Outerwear,85,Next Day Air,Healthcare,Yes,Winter,Afghanistan
339,Female,51,Coat,Outerwear,12,Next Day Air,Doctor,No,Winter,Afghanistan
340,Female,42,Coat,Outerwear,100,Next Day Air,Artist,Yes,Winter,Afghanistan
341,Female,43,Coat,Outerwear,23,Next Day Air,Artist,No,Winter,Afghanistan
342,Male,47,Coat,Outerwear,14,Next Day Air,Entertainment,Yes,Winter,Afghanistan
343,Male,48,Coat,Outerwear,25,Next Day Air,Artist,No,Winter,Afghanistan
344,Female,60,Coat,Outerwear,41,Next Day Air,Engineer,Yes,Winter,Afghanistan
345,Female,22,Coat,Outerwear,22,Next Day Air,Healthcare,No,Winter,Afghanistan
346,Female,21,Coat,Outerwear,63,Next Day Air,Lawyer,Yes,Winter,Afghanistan
347,Female,19,Coat,Outerwear,55,Next Day Air,Healthcare,No,Winter,Afghanistan
348,Female,23,Coat,Outerwear,98,Next Day Air,Artist,Yes,Winter,Afghanistan
349,Female,25,Coat,Outerwear,99,Next Day Air,Marketing,No,Winter,Afghanistan
350,Female,25,Coat,Outerwear,65,Next Day Air,Artist,Yes,Winter,Afghanistan
351,Female,26,Coat,Outerwear,35,Next Day Air,Artist,No,Winter,Afghanistan
352,Male,28,Coat,Outerwear,85,Next Day Air,Engineer,Yes,Winter,Afghanistan
353,Female,27,Coat,Outerwear,96,Next Day Air,Lawyer,No,Winter,Afghanistan
354,Male,29,Coat,Outerwear,74,Next Day Air,Healthcare,Yes,Winter,Afghanistan
355,Female,21,Coat,Outerwear,52,Next Day Air,Doctor,No,Winter,Afghanistan
356,Male,24,Coat,Outerwear,22,Next Day Air,Engineer,Yes,Winter,Afghanistan
357,Female,25,Coat,Outerwear,21,Next Day Air,Homemaker,No,Winter,Afghanistan
358,Male,26,Coat,Outerwear,45,Next Day Air,Marketing,Yes,Winter,Afghanistan
359,Female,23,Coat,Outerwear,77,Next Day Air,Lawyer,No,Winter,Afghanistan
360,Male,25,Coat,Outerwear,50,Next Day Air,Healthcare,Yes,Winter,Afghanistan
361,Male,33,Coat,Outerwear,25,Next Day Air,Artist,No,Winter,Afghanistan
362,Male,33,Coat,Outerwear,15,Next Day Air,Entertainment,Yes,Winter,Afghanistan
363,Female,36,Coat,Outerwear,69,Next Day Air,Engineer,No,Winter,Afghanistan
364,Female,25,Coat,Outerwear,85,Next Day Air,Entertainment,Yes,Winter,Afghanistan
365,Male,36,Coat,Outerwear,12,Next Day Air,Artist,No,Winter,Afghanistan
366,Male,39,Coat,Outerwear,100,Next Day Air,Healthcare,Yes,Winter,Afghanistan
367,Female,38,Coat,Outerwear,23,Next Day Air,Artist,No,Winter,Afghanistan
368,Female,22,Coat,Outerwear,14,Next Day Air,Executive,Yes,Winter,Afghanistan
369,Male,22,Coat,Outerwear,25,Next Day Air,Healthcare,No,Winter,Afghanistan
370,Female,22,Coat,Outerwear,41,Next Day Air,Entertainment,Yes,Winter,Afghanistan
371,Male,22,Coat,Outerwear,22,Next Day Air,Artist,No,Winter,Afghanistan
372,Female,22,Coat,Outerwear,63,Free Shipping,Entertainment,Yes,Winter,Afghanistan
373,Female,22,Coat,Outerwear,55,Free Shipping,Lawyer,No,Winter,Afghanistan
374,Female,22,Coat,Outerwear,98,Free Shipping,Doctor,Yes,Winter,Afghanistan
375,Male,22,Coat,Outerwear,99,Free Shipping,Doctor,No,Winter,Afghanistan
376,Male,22,Coat,Outerwear,65,Free Shipping,Artist,Yes,Winter,Afghanistan
377,Female,22,Coat,Outerwear,35,Free Shipping,Doctor,No,Winter,Afghanistan
378,Male,22,Coat,Outerwear,85,Free Shipping,Artist,Yes,Winter,Afghanistan
379,Female,22,Coat,Outerwear,96,Free Shipping,Artist,No,Winter,Afghanistan
380,Female,22,Coat,Outerwear,74,Free Shipping,Entertainment,Yes,Winter,Afghanistan
381,Male,22,Sneakers,Footwear,52,Free Shipping,Artist,No,Winter,Afghanistan
382,Male,22,Shirt,Clothing,22,Free Shipping,Engineer,Yes,Winter,Afghanistan
383,Male,22,Shirt,Clothing,21,Free Shipping,Artist,No,Winter,Afghanistan
384,Female,22,Shirt,Clothing,45,Free Shipping,Artist,Yes,Winter,Afghanistan
385,Female,22,Shirt,Clothing,77,Free Shipping,Artist,No,Winter,Afghanistan
386,Male,22,Shirt,Clothing,50,Free Shipping,Artist,Yes,Winter,Afghanistan
387,Female,22,Shirt,Clothing,25,Free Shipping,Artist,No,Winter,Afghanistan
388,Female,22,Shirt,Clothing,15,Free Shipping,Artist,Yes,Winter,Afghanistan
389,Female,22,Shirt,Clothing,69,Free Shipping,Healthcare,No,Winter,Afghanistan
390,Female,22,Shirt,Clothing,85,Free Shipping,Doctor,Yes,Winter,Afghanistan
391,Female,22,Shirt,Clothing,12,Free Shipping,Artist,No,Winter,Afghanistan
392,Male,22,Shirt,Clothing,100,Free Shipping,Doctor,Yes,Winter,Afghanistan
393,Male,22,Shirt,Clothing,23,Free Shipping,Artist,No,Winter,Afghanistan
394,Female,22,Sneakers,Footwear,14,Free Shipping,Artist,Yes,Winter,Afghanistan
395,Female,22,Sneakers,Footwear,25,Free Shipping,Artist,No,Winter,Afghanistan
396,Male,22,Sneakers,Footwear,41,Free Shipping,Lawyer,Yes,Winter,Afghanistan
397,Female,22,Sneakers,Footwear,22,Free Shipping,Homemaker,No,Winter,Afghanistan
398,Female,22,Sneakers,Footwear,63,Free Shipping,Entertainment,Yes,Winter,Afghanistan
399,Male,22,Sneakers,Footwear,55,Free Shipping,Executive,No,Winter,Afghanistan
400,Male,22,Sneakers,Footwear,98,Free Shipping,Artist,Yes,Winter,Afghanistan
401,Female,22,Sneakers,Footwear,99,Free Shipping,Engineer,No,Winter,Afghanistan
402,Female,22,Sneakers,Footwear,65,Free Shipping,Healthcare,Yes,Winter,Afghanistan
403,Male,22,Sneakers,Footwear,35,Free Shipping,Doctor,No,Winter,Afghanistan
404,Male,22,Sneakers,Footwear,85,Free Shipping,Doctor,Yes,Winter,Afghanistan
405,Male,22,Sneakers,Footwear,96,Free Shipping,Engineer,No,Winter,Afghanistan
406,Female,22,Sneakers,Footwear,74,Free Shipping,Artist,Yes,Winter,Afghanistan
407,Female,22,Sneakers,Footwear,52,Free Shipping,Executive,No,Winter,Afghanistan
408,Male,22,Sneakers,Footwear,22,Free Shipping,Executive,Yes,Winter,Afghanistan
409,Male,22,Sneakers,Footwear,21,Free Shipping,Healthcare,No,Winter,Afghanistan
410,Male,22,Sneakers,Footwear,45,Free Shipping,Healthcare,Yes,Winter,Afghanistan
411,Male,22,Sneakers,Footwear,77,Free Shipping,Entertainment,No,Winter,Afghanistan
412,Female,22,Sneakers,Footwear,50,Free Shipping,Lawyer,Yes,Winter,Afghanistan
413,Female,22,Sneakers,Footwear,25,Free Shipping,Artist,No,Winter,Afghanistan
414,Male,22,Sneakers,Footwear,15,Free Shipping,Marketing,Yes,Winter,Afghanistan
415,Female,22,Sneakers,Footwear,69,Free Shipping,Lawyer,No,Winter,Afghanistan
416,Female,22,Sneakers,Footwear,85,Free Shipping,Engineer,Yes,Winter,Afghanistan
417,Female,22,Sneakers,Footwear,12,Free Shipping,Artist,No,Winter,Afghanistan
418,Female,22,Sneakers,Footwear,100,Free Shipping,Artist,Yes,Winter,Afghanistan
419,Female,22,Sneakers,Footwear,23,Free Shipping,Homemaker,No,Winter,Afghanistan
420,Female,22,Sneakers,Footwear,14,Free Shipping,Entertainment,Yes,Winter,Afghanistan
421,Male,22,Sneakers,Footwear,25,Free Shipping,Healthcare,No,Winter,Afghanistan
422,Female,22,Sneakers,Footwear,41,Free Shipping,Entertainment,Yes,Winter,Afghanistan
423,Female,22,Sneakers,Footwear,22,Free Shipping,Artist,No,Winter,Afghanistan
424,Male,22,Sneakers,Footwear,63,Free Shipping,Artist,Yes,Winter,Afghanistan
425,Female,22,Sneakers,Footwear,55,Free Shipping,Entertainment,No,Winter,Afghanistan
426,Female,22,Sneakers,Footwear,98,Free Shipping,Artist,Yes,Winter,Afghanistan
427,Male,22,Sneakers,Footwear,99,Free Shipping,Entertainment,No,Winter,Afghanistan
428,Male,22,Sneakers,Footwear,65,Free Shipping,Doctor,Yes,Winter,Afghanistan
429,Male,22,Sneakers,Footwear,35,Free Shipping,Entertainment,No,Winter,Afghanistan
430,Male,22,Sneakers,Footwear,85,Free Shipping,Engineer,Yes,Winter,Afghanistan
431,Male,22,Sneakers,Footwear,96,Free Shipping,Healthcare,No,Winter,Afghanistan
432,Male,22,Sneakers,Footwear,74,Free Shipping,Executive,Yes,Winter,Afghanistan
433,Female,22,Sneakers,Footwear,52,Free Shipping,Artist,No,Winter,Afghanistan
434,Female,22,Sneakers,Footwear,22,Free Shipping,Artist,Yes,Winter,Afghanistan
435,Male,22,Sneakers,Footwear,21,Free Shipping,Engineer,No,Winter,Afghanistan
436,Female,22,Sneakers,Footwear,45,Free Shipping,Doctor,Yes,Winter,Afghanistan
437,Female,22,Sneakers,Footwear,77,Free Shipping,Lawyer,No,Winter,Afghanistan
438,Male,22,Sneakers,Footwear,50,Free Shipping,,Yes,Winter,Afghanistan
439,Male,22,Sneakers,Footwear,25,Free Shipping,Entertainment,No,Winter,Afghanistan
440,Female,22,Sneakers,Footwear,15,Free Shipping,Artist,Yes,Winter,Afghanistan
441,Female,22,Sneakers,Footwear,69,Free Shipping,,No,Winter,Afghanistan
442,Male,22,Sneakers,Footwear,85,Free Shipping,Artist,Yes,Winter,Afghanistan
443,Female,22,Sneakers,Footwear,12,Free Shipping,Artist,No,Winter,Afghanistan
444,Female,22,Sneakers,Footwear,100,Free Shipping,Lawyer,Yes,Winter,Afghanistan
445,Male,22,Sneakers,Footwear,23,Free Shipping,Artist,No,Winter,Afghanistan
446,Male,22,Sneakers,Footwear,14,Free Shipping,Artist,Yes,Winter,Afghanistan
447,Male,22,Sneakers,Footwear,25,Free Shipping,Engineer,No,Winter,Afghanistan
448,Female,22,Sneakers,Footwear,41,Free Shipping,Engineer,Yes,Winter,Afghanistan
449,Female,22,Sneakers,Footwear,22,Free Shipping,Artist,No,Winter,Afghanistan
450,Male,22,Sneakers,Footwear,63,Free Shipping,Healthcare,Yes,Winter,Afghanistan
451,Male,22,Sneakers,Footwear,55,Free Shipping,Healthcare,No,Winter,Afghanistan
452,Male,22,Sneakers,Footwear,98,Free Shipping,Engineer,Yes,Winter,Afghanistan
453,Female,22,Sneakers,Footwear,99,Free Shipping,Healthcare,No,Winter,Afghanistan
454,Female,22,Sneakers,Footwear,65,Free Shipping,Lawyer,Yes,Winter,Afghanistan
455,Female,22,Sneakers,Footwear,35,Free Shipping,Artist,No,Winter,Afghanistan
456,Female,22,Sneakers,Footwear,85,Free Shipping,Artist,Yes,Winter,Afghanistan
457,Male,22,Blouse,Clothing,96,Free Shipping,Artist,No,Winter,Afghanistan
458,Female,22,Sweater,Clothing,74,Free Shipping,Artist,Yes,Winter,Afghanistan
459,Male,22,Jeans,Clothing,52,Free Shipping,Marketing,No,Winter,Afghanistan
460,Female,22,Sandals,Footwear,22,Free Shipping,Doctor,Yes,Winter,Afghanistan
461,Female,22,Blouse,Clothing,21,Free Shipping,Lawyer,No,Winter,Afghanistan
462,Female,22,Sneakers,Footwear,45,Express,Healthcare,Yes,Winter,Afghanistan
463,Male,22,Shirt,Clothing,77,Free Shipping,Artist,No,Winter,Afghanistan
464,Female,22,Shorts,Clothing,50,Next Day Air,Entertainment,Yes,Winter,Afghanistan
465,Male,22,Coat,Outerwear,25,2-Day Shipping,Marketing,No,Winter,Afghanistan
466,Female,22,Handbag,Accessories,15,2-Day Shipping,Engineer,Yes,Winter,Afghanistan
467,Male,22,Sunglasses,Accessories,69,2-Day Shipping,Doctor,No,Winter,Afghanistan
468,Female,22,Scarf,Accessories,85,2-Day Shipping,Executive,Yes,Winter,Afghanistan
469,Female,22,Blouse,Clothing,12,2-Day Shipping,Artist,No,Winter,Afghanistan
470,Male,22,Sweater,Clothing,100,2-Day Shipping,Healthcare,Yes,Winter,Afghanistan
471,Male,22,Jeans,Clothing,23,2-Day Shipping,Homemaker,No,Winter,Afghanistan
472,Male,22,Sandals,Footwear,14,2-Day Shipping,Artist,Yes,Winter,Afghanistan
473,Male,22,Blouse,Clothing,25,2-Day Shipping,Healthcare,No,Winter,Afghanistan
474,Male,22,Sneakers,Footwear,41,2-Day Shipping,Artist,Yes,Winter,Afghanistan
475,Female,22,Shirt,Clothing,22,2-Day Shipping,Healthcare,No,Winter,Afghanistan
476,Female,22,Shorts,Clothing,63,2-Day Shipping,Lawyer,Yes,Winter,Afghanistan
477,Male,22,Coat,Outerwear,55,2-Day Shipping,Artist,No,Winter,Afghanistan
478,Male,22,Handbag,Accessories,98,2-Day Shipping,Lawyer,Yes,Winter,Afghanistan
479,Male,22,Sunglasses,Accessories,99,2-Day Shipping,Healthcare,No,Winter,Afghanistan
480,Male,22,Scarf,Accessories,65,2-Day Shipping,Entertainment,Yes,Winter,Afghanistan
481,Female,22,Blouse,Clothing,35,2-Day Shipping,Artist,No,Winter,Afghanistan
482,Female,22,Sweater,Clothing,85,2-Day Shipping,Healthcare,Yes,Winter,Afghanistan
483,Male,22,Jeans,Clothing,96,Express,Healthcare,No,Winter,Afghanistan
484,Female,22,Sandals,Footwear,74,Express,Healthcare,Yes,Winter,Afghanistan
485,Female,22,Blouse,Clothing,52,Express,Healthcare,No,Winter,Afghanistan
486,Male,22,Sneakers,Footwear,22,Express,Homemaker,Yes,Winter,Afghanistan
487,Female,22,Shirt,Clothing,21,Express,Artist,No,Winter,Afghanistan
488,Male,22,Shorts,Clothing,45,Express,Artist,Yes,Winter,Afghanistan
489,Female,22,Coat,Outerwear,77,Express,Artist,No,Winter,Afghanistan
490,Female,22,Handbag,Accessories,50,Express,Healthcare,Yes,Winter,Afghanistan
491,Female,22,Sunglasses,Accessories,25,Express,Artist,No,Winter,Afghanistan
492,Female,22,Scarf,Accessories,15,Express,Lawyer,Yes,Winter,Afghanistan
493,Male,22,Blouse,Clothing,69,Express,Artist,No,Winter,Afghanistan
494,Female,22,Sweater,Clothing,85,Express,Artist,Yes,Winter,Afghanistan
495,Female,22,Jeans,Clothing,12,Next Day Air,Entertainment,No,Winter,Afghanistan
496,Female,22,Sandals,Footwear,100,Next Day Air,Healthcare,Yes,Winter,Afghanistan
497,Female,22,Blouse,Clothing,23,Next Day Air,Doctor,No,Winter,Afghanistan
498,Male,22,Sneakers,Footwear,14,Next Day Air,Homemaker,Yes,Winter,Afghanistan
499,Male,22,Shirt,Clothing,25,Next Day Air,,No,Winter,Afghanistan
500,Male,22,Shorts,Clothing,41,Next Day Air,Artist,Yes,Winter,Afghanistan
501,Female,22,Coat,Outerwear,22,Next Day Air,Healthcare,No,Winter,Afghanistan
502,Male,22,Handbag,Accessories,63,Next Day Air,Healthcare,Yes,Winter,Afghanistan
503,Female,22,Sunglasses,Accessories,55,Next Day Air,Healthcare,No,Winter,Afghanistan
504,Female,22,Scarf,Accessories,98,Next Day Air,Artist,Yes,Winter,Afghanistan
505,Female,22,Blouse,Clothing,99,Next Day Air,Doctor,No,Winter,Afghanistan
506,Female,22,Sweater,Clothing,65,Next Day Air,Executive,Yes,Winter,Afghanistan
507,Female,22,Jeans,Clothing,35,Next Day Air,Executive,No,Winter,Afghanistan
508,Male,22,Blouse,Clothing,85,Next Day Air,Healthcare,Yes,Winter,Afghanistan
509,Female,22,Sweater,Clothing,96,Next Day Air,Artist,No,Winter,Afghanistan
510,Female,22,Jeans,Clothing,74,Next Day Air,Artist,Yes,Winter,Afghanistan
511,Female,22,Sandals,Footwear,52,Next Day Air,Artist,No,Winter,Afghanistan
512,Female,22,Blouse,Clothing,22,Next Day Air,Entertainment,Yes,Winter,Afghanistan
513,Male,22,Sneakers,Footwear,21,Next Day Air,Marketing,No,Winter,Afghanistan
514,Male,22,Shirt,Clothing,45,Next Day Air,Healthcare,Yes,Winter,Afghanistan
515,Male,22,Shorts,Clothing,77,Next Day Air,Artist,No,Winter,Afghanistan
516,Female,22,Coat,Outerwear,50,Next Day Air,Artist,Yes,Winter,Afghanistan
517,Male,22,Handbag,Accessories,25,Next Day Air,Entertainment,No,Winter,Afghanistan
518,Female,22,Sunglasses,Accessories,15,Next Day Air,Homemaker,Yes,Winter,Afghanistan
519,Female,22,Scarf,Accessories,69,Next Day Air,Entertainment,No,Winter,Afghanistan
520,Female,22,Blouse,Clothing,85,Next Day Air,Healthcare,Yes,Winter,Afghanistan
521,Female,22,Sweater,Clothing,12,Next Day Air,Entertainment,No,Winter,Afghanistan
522,Female,22,Jeans,Clothing,100,Next Day Air,Engineer,Yes,Winter,Afghanistan
523,Male,22,Sandals,Footwear,23,Next Day Air,Healthcare,No,Winter,Afghanistan
524,Female,22,Blouse,Clothing,14,Next Day Air,Doctor,Yes,Winter,Afghanistan
525,Female,22,Sneakers,Footwear,25,Next Day Air,Healthcare,No,Winter,Afghanistan
526,Female,22,Shirt,Clothing,41,Next Day Air,Healthcare,Yes,Winter,Afghanistan
527,Female,22,Shorts,Clothing,22,Next Day Air,Healthcare,No,Winter,Afghanistan
528,Male,22,Coat,Outerwear,63,Next Day Air,Artist,Yes,Winter,Afghanistan
529,Male,22,Handbag,Accessories,55,Next Day Air,Doctor,No,Winter,Afghanistan
530,Male,22,Sunglasses,Accessories,98,Next Day Air,Artist,Yes,Winter,Afghanistan
531,Female,22,Scarf,Accessories,99,Next Day Air,Artist,No,Winter,Afghanistan
532,Male,22,Blouse,Clothing,65,Next Day Air,Doctor,Yes,Winter,Afghanistan
533,Female,22,Sweater,Clothing,35,Next Day Air,Engineer,No,Winter,Afghanistan
534,Female,22,Jeans,Clothing,85,Next Day Air,Doctor,Yes,Winter,Afghanistan
535,Female,22,Sandals,Footwear,96,Next Day Air,Artist,No,Winter,Afghanistan
536,Female,22,Blouse,Clothing,74,Next Day Air,Entertainment,Yes,Winter,Afghanistan
537,Male,22,Sneakers,Footwear,52,Next Day Air,Doctor,No,Winter,Afghanistan
538,Male,22,Shirt,Clothing,22,Next Day Air,Engineer,Yes,Winter,Afghanistan
539,Male,22,Shorts,Clothing,21,Next Day Air,Artist,No,Winter,Afghanistan
540,Female,22,Coat,Outerwear,45,Next Day Air,Artist,Yes,Winter,Afghanistan
541,Male,22,Handbag,Accessories,77,Next Day Air,Executive,No,Winter,Afghanistan
542,Female,22,Sunglasses,Accessories,50,Next Day Air,Executive,Yes,Winter,Afghanistan
543,Female,22,Scarf,Accessories,25,Next Day Air,Artist,No,Winter,Afghanistan
544,Female,22,Blouse,Clothing,15,Next Day Air,Artist,Yes,Winter,Afghanistan
545,Female,22,Sweater,Clothing,69,Next Day Air,Entertainment,No,Winter,Afghanistan
546,Female,22,Jeans,Clothing,85,Next Day Air,,Yes,Winter,Afghanistan
547,Male,22,Sandals,Footwear,12,Next Day Air,Engineer,No,Winter,Afghanistan
548,Female,22,Blouse,Clothing,100,Next Day Air,Artist,Yes,Winter,Afghanistan
549,Female,22,Sneakers,Footwear,23,Next Day Air,Entertainment,No,Winter,Afghanistan
550,Female,22,Shirt,Clothing,14,Next Day Air,Homemaker,Yes,Winter,Afghanistan
551,Male,22,Shorts,Clothing,25,Next Day Air,Marketing,No,Winter,Afghanistan
552,Female,22,Coat,Outerwear,41,Next Day Air,Doctor,Yes,Winter,Afghanistan
553,Female,22,Handbag,Accessories,22,Next Day Air,Homemaker,No,Winter,Afghanistan
554,Female,22,Sunglasses,Accessories,63,Next Day Air,Marketing,Yes,Winter,Afghanistan
555,Female,22,Scarf,Accessories,55,Next Day Air,Healthcare,No,Winter,Afghanistan
556,Male,22,Blouse,Clothing,98,Next Day Air,Artist,Yes,Winter,Afghanistan
557,Male,22,Sweater,Clothing,99,Next Day Air,Engineer,No,Winter,Afghanistan
558,Male,22,Jeans,Clothing,65,Next Day Air,Artist,Yes,Winter,Afghanistan
559,Female,22,Blouse,Clothing,35,Next Day Air,Healthcare,No,Winter,Afghanistan
560,Male,22,Sweater,Clothing,85,Next Day Air,Artist,Yes,Winter,Afghanistan
561,Female,22,Jeans,Clothing,96,Next Day Air,Artist,No,Winter,Afghanistan
562,Female,22,Sandals,Footwear,74,Next Day Air,Lawyer,Yes,Winter,Afghanistan
563,Female,22,Blouse,Clothing,52,Next Day Air,Entertainment,No,Winter,Afghanistan
564,Female,22,Sneakers,Footwear,22,Next Day Air,Entertainment,Yes,Winter,Afghanistan
565,Female,22,Shirt,Clothing,21,Next Day Air,Healthcare,No,Winter,Afghanistan
566,Male,22,Shorts,Clothing,45,Next Day Air,Healthcare,Yes,Winter,Afghanistan
567,Female,22,Coat,Outerwear,77,Next Day Air,Artist,No,Winter,Afghanistan
568,Female,22,Handbag,Accessories,50,Next Day Air,Engineer,Yes,Winter,Afghanistan
569,Female,22,Sunglasses,Accessories,25,Next Day Air,Healthcare,No,Winter,Albania
570,Female,22,Scarf,Accessories,15,Next Day Air,Engineer,Yes,Winter,Albania
571,Male,22,Blouse,Clothing,69,Next Day Air,Artist,No,Winter,Albania
572,Female,22,Sweater,Clothing,85,Next Day Air,Executive,Yes,Winter,Albania
573,Female,22,Jeans,Clothing,12,Next Day Air,Artist,No,Winter,Albania
574,Female,22,Sandals,Footwear,100,Next Day Air,Artist,Yes,Winter,Albania
575,Female,22,Blouse,Clothing,23,Next Day Air,Artist,No,Winter,Albania
576,Male,22,Sneakers,Footwear,14,Next Day Air,Artist,Yes,Winter,Albania
577,Male,22,Shirt,Clothing,25,Next Day Air,Engineer,No,Winter,Albania
578,Male,22,Shorts,Clothing,41,Next Day Air,Artist,Yes,Winter,Albania
579,Female,23,Coat,Outerwear,22,Next Day Air,Healthcare,No,Winter,Albania
580,Male,25,Handbag,Accessories,63,Next Day Air,Lawyer,Yes,Winter,Albania
581,Female,46,Sunglasses,Accessories,55,Next Day Air,Marketing,No,Winter,Albania
582,Female,28,Scarf,Accessories,98,Next Day Air,Artist,Yes,Winter,Albania
583,Female,24,Blouse,Clothing,99,Next Day Air,Entertainment,No,Winter,Albania
584,Female,27,Sweater,Clothing,65,Next Day Air,Doctor,Yes,Winter,Albania
585,Female,22,Jeans,Clothing,35,Next Day Air,Marketing,No,Winter,Albania
586,Male,22,Sandals,Footwear,85,Next Day Air,Artist,Yes,Winter,Albania
587,Female,22,Blouse,Clothing,96,Next Day Air,Executive,No,Winter,Albania
588,Female,22,Sneakers,Footwear,74,Next Day Air,Lawyer,Yes,Winter,Albania
589,Female,22,Shirt,Clothing,52,Next Day Air,Healthcare,No,Winter,Albania
590,Female,22,Shorts,Clothing,22,Next Day Air,Healthcare,Yes,Winter,Albania
591,Male,22,Coat,Outerwear,21,Next Day Air,Artist,No,Winter,Albania
592,Female,22,Handbag,Accessories,45,Next Day Air,Entertainment,Yes,Winter,Albania
593,Male,22,Sunglasses,Accessories,77,Next Day Air,Executive,No,Winter,Albania
594,Female,22,Scarf,Accessories,50,Next Day Air,Doctor,Yes,Winter,Albania
595,Female,22,Blouse,Clothing,25,Next Day Air,Engineer,No,Winter,Albania
596,Female,22,Sweater,Clothing,15,Next Day Air,Executive,Yes,Winter,Albania
597,Female,22,Jeans,Clothing,69,Next Day Air,Entertainment,No,Winter,Albania
598,Male,22,Sandals,Footwear,85,Next Day Air,Entertainment,Yes,Winter,Albania
599,Male,22,Blouse,Clothing,12,Next Day Air,Entertainment,No,Winter,Albania
600,Male,22,Sneakers,Footwear,100,Next Day Air,Healthcare,Yes,Winter,Albania
601,Male,22,Shirt,Clothing,23,Next Day Air,Doctor,No,Winter,Albania
602,Male,22,Shorts,Clothing,14,Next Day Air,,Yes,Winter,Albania
603,Female,22,Coat,Outerwear,25,Next Day Air,Artist,No,Winter,Albania
604,Female,22,Handbag,Accessories,41,Next Day Air,Lawyer,Yes,Winter,Albania
605,Female,22,Sunglasses,Accessories,22,Free Shipping,Executive,No,Winter,Albania
606,Female,22,Scarf,Accessories,63,Free Shipping,Healthcare,Yes,Winter,Albania
607,Female,33,Blouse,Clothing,55,Free Shipping,Artist,No,Winter,Albania
608,Female,33,Sweater,Clothing,98,Free Shipping,Executive,Yes,Winter,Albania
609,Male,33,Jeans,Clothing,99,Free Shipping,Artist,No,Winter,Albania
610,Female,33,Blouse,Clothing,65,Free Shipping,Doctor,Yes,Winter,Albania
611,Male,33,Sweater,Clothing,35,Free Shipping,Artist,No,Winter,Albania
612,Female,33,Jeans,Clothing,85,Free Shipping,Artist,Yes,Winter,Albania
613,Female,33,Sandals,Footwear,96,Free Shipping,Lawyer,No,Winter,Albania
614,Female,33,Blouse,Clothing,74,Free Shipping,Healthcare,Yes,Winter,Albania
615,Male,33,Sneakers,Footwear,52,Free Shipping,Engineer,No,Winter,Albania
616,Male,33,Shirt,Clothing,22,Free Shipping,Healthcare,Yes,Winter,Albania
617,Female,33,Shorts,Clothing,21,Free Shipping,Artist,No,Winter,Albania
618,Male,33,Coat,Outerwear,45,Free Shipping,Lawyer,Yes,Winter,Albania
619,Male,33,Handbag,Accessories,77,Free Shipping,Marketing,No,Winter,Albania
620,Female,33,Sunglasses,Accessories,50,Free Shipping,Artist,Yes,Winter,Albania
621,Male,33,Scarf,Accessories,25,Free Shipping,Entertainment,No,Winter,Albania
622,Male,33,Blouse,Clothing,15,Free Shipping,Healthcare,Yes,Winter,Albania
623,Female,33,Sweater,Clothing,69,Free Shipping,Entertainment,No,Winter,Albania
624,Male,33,Jeans,Clothing,85,Free Shipping,Artist,Yes,Winter,Albania
625,Female,33,Sandals,Footwear,12,Free Shipping,Doctor,No,Winter,Albania
626,Male,33,Blouse,Clothing,100,Free Shipping,Healthcare,Yes,Winter,Albania
627,Female,33,Sneakers,Footwear,23,Free Shipping,Healthcare,No,Winter,Albania
628,Male,60,Shirt,Clothing,14,Free Shipping,Lawyer,Yes,Winter,Albania
629,Female,60,Shorts,Clothing,25,Free Shipping,Artist,No,Winter,Albania
630,Female,60,Coat,Outerwear,41,Free Shipping,Lawyer,Yes,Winter,Albania
631,Male,60,Handbag,Accessories,22,Free Shipping,Artist,No,Winter,Albania
632,Female,60,Sunglasses,Accessories,63,Free Shipping,Healthcare,Yes,Winter,Albania
633,Male,60,Scarf,Accessories,55,Free Shipping,Artist,No,Winter,Albania
634,Male,60,Blouse,Clothing,98,Free Shipping,Artist,Yes,Winter,Albania
635,Female,60,Sweater,Clothing,99,Free Shipping,Executive,No,Winter,Albania
636,Female,60,Jeans,Clothing,65,Free Shipping,Healthcare,Yes,Winter,Albania
637,Female,60,Sandals,Footwear,35,Free Shipping,Healthcare,No,Winter,Albania
